,life_expectancy,year,adult_mortality,infant_mortality,1-4_mortality,alcohol,hep_b,bmi,polio,health_gov_expendt%,dtp3,hiv_aids,gdp,5_19thinness,5_19obesity,hdi,schooling,drinking_water,national_income_capita,health_expenditure%_gdp,obesity_adlts,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,status_Developing
2585,74.4,2009.0,111.0,0.013525161690089237,-0.00019027038944058328,1.77,95.0,26.26149604085896,96.0,6.74,96.0,0.1,6322.600034388743,2.449958366828838,5.401722958348387,0.73,13.0,93.86581290248222,13989.290318022053,6.65555532098346,18.78091682498622,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2586,74.7,2010.0,118.0,0.02281928801684556,0.00031064134550909395,1.47,9.0,25.688583548313233,95.0,6.83,95.0,0.1,7955.561482793186,2.9686154116272263,4.816470483048079,0.732,13.0,88.62425209926079,10909.995900284914,7.325609621650145,18.41044467025658,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2587,74.9,2011.0,117.0,0.014381562699818655,-0.00021657290252102834,1.16,96.0,26.2932526868757,97.0,6.61,96.0,0.1,6196.343779606803,2.482441933112071,5.636998133703969,0.735,12.9,92.92311533971076,14064.144409209119,6.603110006950139,19.23468766486947,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2588,75.1,2012.0,115.0,0.01366472481375973,-0.0002967749648865592,1.23,98.0,26.357877728929058,97.0,6.76,95.0,0.1,6452.159883348504,2.442274353365505,5.852314129253131,0.739,12.9,93.00286934519096,14409.06155921796,6.689870463990424,19.57435387992065,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2589,75.3,2013.0,114.0,0.013277961631850972,-0.00044832097761535183,1.03,97.0,26.358488575308172,98.0,6.7,98.0,0.1,6616.5346794393845,2.4491055224808918,5.973562590087511,0.741,12.9,92.95161855424806,14587.835101327852,6.710094620370889,19.749507683180596,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2590,75.5,2014.0,112.0,0.012863853909921015,-0.0005022017611190643,1.13,97.0,26.400217890872288,96.0,6.48,95.0,0.1,6937.853652590304,2.5010003129164318,6.163753834189663,0.743,12.9,92.95977561148817,15259.05210949525,6.617657855157695,19.987409490612478,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2591,75.7,2015.0,112.0,0.010501645908094152,-0.0005050369918652708,4.60290919310421,92.0,26.355228189060423,92.0,6.252268586959502,91.0,0.1,8359.447799599642,2.8276973360046043,6.288465802824987,0.746,12.9,94.09244563106381,16648.80905761342,6.577091455039181,19.81786025169599,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2592,58.7,2000.0,275.6926,0.086215,0.00645,0.5,45.89053939824839,19.9,58.229606301028184,3.26,55.85132606140982,0.1,422.28633,12.2,0.9,0.0,0.0,44.51554488163907,1640.0,3.042049552032502,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2593,59.4,2001.0,269.172,0.08542,0.005865,0.5,44.71098917400718,20.0,61.457473596780744,3.75,60.82984484819724,0.1,56.4249869,12.2,1.0,0.47,9.8,55.16549372912698,1930.0,4.10273801632318,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2594,62.0,2002.0,261.4336,0.08463,0.005365,0.48,36.22448705577608,20.0,38.0,3.89,54.0,0.1,48.61552,12.2,1.1,0.475,9.8,50.61625,1630.0,4.1184402797308834,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2595,61.0,2003.0,250.4203,0.08409,0.004905,0.44,39.70336148806928,20.1,55.0,2.48,55.0,0.1,471.4565823,12.1,1.3,0.485,9.8,52.13512,1440.0,2.56449,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2596,62.3,2004.0,229.2875,0.08286,0.00448,0.38,40.750094638445034,20.2,57.0,1.31,57.0,0.1,467.5438297,12.1,1.4,0.484,10.2,53.6585,1590.0,1.74315,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2597,63.7,2005.0,205.9253,0.080175,0.004125,0.36,40.000286755400566,20.3,55.0,1.5,55.0,0.1,478.331859,12.0,1.6,0.492,10.6,55.17448,1980.0,1.34485,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2598,64.9,2006.0,185.9676,0.07397,0.003965,0.04,46.69769932935969,20.3,62.0,0.65,63.0,0.1,441.53226,12.0,1.7,0.511,11.0,56.69437,3110.0,1.02516,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2599,65.8,2007.0,173.0698,0.067135,0.003715,0.05,5.227100662154726,20.4,7.0,0.37,7.0,0.1,524.8959363,11.9,1.9,0.541,11.3,58.2182,4400.0,1.05828,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2600,66.2,2008.0,168.4882,0.06066,0.003405,0.06,79.0,20.5,79.0,0.74,79.0,0.1,643.71911,11.8,2.1,0.566,11.7,59.74665,6900.0,1.02795,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2601,66.6,2009.0,165.4252,0.0554,0.003155,0.09,72.0,20.6,78.0,1.2,72.0,0.1,757.3114436,11.7,2.3,0.599,12.1,61.78516,5100.0,1.66059,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2602,66.9,2010.0,162.717,0.05161,0.002925,0.1,72.0,20.7,72.0,0.92,72.0,0.1,849.8626972,11.6,2.5,0.599,12.4,63.8485,6320.0,1.42712,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2603,67.2,2011.0,160.6383,0.04949,0.00266,0.5,67.0,20.8,66.0,0.76,67.0,0.1,114.56179,11.5,2.7,0.607,12.5,65.93702,8290.0,1.25902,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2604,67.4,2012.0,159.0439,0.04813,0.002455,0.01,83.0,20.9,83.0,1.1,83.0,0.1,1117.77724,11.4,2.9,0.618,12.5,68.04977,7690.0,1.21629,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2605,67.7,2013.0,157.5532,0.047325,0.002305,0.01,82.0,21.0,82.0,1.29,82.0,0.1,117.765674,11.2,3.2,0.62,12.5,70.18645,6410.0,1.71221,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2606,68.0,2014.0,155.202,0.046645,0.00217,0.01,77.0,21.1,76.0,1.48,77.0,0.1,1153.51578,11.1,3.5,0.612,12.5,72.34708,11817.76485620124,2.36415,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2607,68.3,2015.0,152.6297,0.04573,0.00204,0.7800613800144731,76.0,21.2,75.0,3.4332336048421013,76.0,0.1,1161.76935,11.0,3.8,0.603,12.5,74.53134,10551.840228396693,3.49424,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2608,54.6,2000.0,321.5676,0.080605,0.012325,1.1,56.45049917237566,22.0,63.0,4.35,64.0,5.1,26.3932935,9.6,0.5,0.425,9.3,45.88497,1010.0,3.3097,4.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2609,54.6,2001.0,327.8941,0.078335,0.01183,0.95,21.413156330336733,22.1,51.0,4.29,5.0,5.3,26.6394652,9.4,0.6,0.426,9.4,47.04417,990.0,3.42278,4.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2610,54.7,2002.0,333.6187,0.076045,0.01141,1.0,55.347063769129136,22.2,58.0,4.7,59.0,5.3,28.832123,9.2,0.6,0.428,9.7,48.19999,980.0,3.44982,4.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2611,54.7,2003.0,337.9213,0.073945,0.011055,1.02,67.37121178045118,22.4,72.0,5.0,72.0,5.2,31.437144,9.0,0.7,0.428,9.9,49.35188,1020.0,3.50267,4.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2612,54.9,2004.0,338.9764,0.07191,0.010695,1.01,68.0647114953199,22.5,71.0,5.6,71.0,5.1,349.9937253,8.7,0.8,0.432,10.0,50.49981,1040.0,3.69211,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2613,55.0,2005.0,341.3495,0.06995,0.010325,1.14,62.50667107048048,22.6,8.0,5.17,82.0,5.0,372.1721837,8.5,0.8,0.435,10.1,51.64329,1060.0,3.96861,5.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2614,55.7,2006.0,332.14,0.06827,0.009885,1.37,79.55242567093069,22.7,85.0,5.56,84.0,5.0,377.33629,8.3,0.9,0.436,10.2,52.78275,1110.0,4.1586,5.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2615,55.9,2007.0,331.1301,0.06661,0.009515,1.37,76.59924194964628,22.8,72.0,5.55,82.0,5.1,42.764743,8.1,1.0,0.443,10.6,53.91818,1140.0,4.43344,5.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2616,56.2,2008.0,329.8714,0.06507,0.00916,1.33,24.0,22.9,8.0,5.73,81.0,4.8,513.391914,7.9,1.1,0.441,10.1,55.04998,1040.0,4.43674,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2617,56.7,2009.0,321.3119,0.06355,0.00881,1.24,78.0,23.0,78.0,6.64,78.0,4.3,499.6468713,7.7,1.2,0.442,10.6,56.17632,1060.0,4.958,6.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2618,57.4,2010.0,306.4195,0.062015,0.00848,1.21,83.0,23.1,83.0,5.37,83.0,3.8,487.9238913,7.5,1.3,0.449,11.0,57.29899,1060.0,5.90042,6.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2619,58.3,2011.0,290.5218,0.060545,0.00814,1.44,85.0,23.2,85.0,5.21,85.0,2.6,562.3393592,7.3,1.4,0.457,11.5,58.42668,1080.0,5.99589,6.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2620,58.9,2012.0,281.438,0.059265,0.007825,0.01,84.0,23.2,84.0,5.11,84.0,1.7,563.6894247,7.1,1.5,0.464,12.0,59.55515,1140.0,6.14083,7.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2621,59.4,2013.0,275.849,0.05784,0.007545,0.01,84.0,23.3,84.0,5.12,84.0,1.5,579.43485,6.9,1.6,0.47,12.0,60.6782,1180.0,6.29627,7.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2622,59.7,2014.0,274.0771,0.05637,0.007235,0.01,87.0,23.4,85.0,5.25,87.0,1.0,62.1318489,6.7,1.7,0.475,12.0,61.79667,2072.934053082987,6.35889,7.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2623,59.9,2015.0,271.0376,0.05495,0.006935,2.650428703317999,88.0,23.5,88.0,5.9235289951976,88.0,1.0,551.138346,6.5,1.9,0.484,12.0,62.91055,2320.456365887956,6.24937,8.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2624,71.6,2000.0,158.324,0.01673,0.000645,1.24,93.0,31.2,91.0,4.75,91.0,0.1,263.27236,0.1,11.2,0.676,13.7,98.492,3700.0,2.92693,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2625,71.8,2001.0,156.618,0.01659,0.000665,1.35,91.0,31.3,91.0,5.66,89.0,0.1,1837.977391,0.1,12.0,0.674,13.2,98.49158,3870.0,3.33561,37.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2626,71.9,2002.0,154.9306,0.01602,0.00057,1.51,88.0,31.4,85.0,5.3,84.0,0.1,1842.44421,0.1,12.9,0.679,13.5,98.49117,4100.0,3.53003,38.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2627,72.0,2003.0,153.3116,0.01488,0.00066,1.79,85.0,31.4,91.0,5.9,9.0,0.1,229.714718,0.1,13.8,0.683,13.7,98.49075,4200.0,3.4772,39.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2628,72.2,2004.0,151.4706,0.01459,0.00055,1.8,9.0,31.5,91.0,4.87,9.0,0.1,2284.37858,0.1,14.8,0.693,14.6,98.49032,4350.0,4.47306,39.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2629,72.3,2005.0,149.5347,0.01416,0.00055,1.57,89.0,31.6,9.0,6.52,89.0,0.1,2594.74999,0.1,15.8,0.694,14.6,98.63161,4510.0,4.16234,40.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2630,72.4,2006.0,147.7131,0.014025,0.000635,1.79,89.0,31.6,89.0,5.61,88.0,0.1,2892.522663,0.1,16.8,0.695,14.6,98.77295,4620.0,5.50722,41.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2631,72.5,2007.0,146.0833,0.0144,0.000535,2.05,87.0,31.7,88.0,5.82,87.0,0.1,2932.315883,0.1,17.7,0.698,14.5,98.91422,4550.0,4.59966,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2632,72.6,2008.0,144.7284,0.01457,0.00063,1.1,84.0,31.7,88.0,5.13,86.0,0.1,3392.64743,0.1,18.7,0.698,14.5,99.0555,4640.0,6.13216,42.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2633,72.5,2009.0,146.9249,0.014895,0.00069,1.08,84.0,31.8,86.0,4.67,84.0,0.1,37.846563,0.1,19.7,0.703,14.5,99.1969,4790.0,3.88175,43.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2634,72.8,2010.0,142.14,0.015115,0.000635,1.24,82.0,31.8,84.0,4.59,82.0,0.1,3547.59975,0.1,20.7,0.707,14.4,99.33846,4940.0,4.74096,44.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2635,72.9,2011.0,140.7943,0.01545,0.00063,0.96,82.0,31.9,84.0,4.6,82.0,0.1,445.18866,0.1,21.7,0.712,14.4,99.48015,5210.0,3.85727,44.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2636,73.0,2012.0,139.4376,0.01544,0.000645,0.01,77.0,31.9,79.0,4.51,77.0,0.1,451.542462,0.1,22.7,0.717,14.4,99.62225,5370.0,5.06484,45.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2637,73.2,2013.0,137.956,0.01543,0.00065,0.01,82.0,32.0,84.0,4.98,82.0,0.1,4266.557174,0.1,23.7,0.718,14.3,99.76447,5450.0,4.17595,46.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2638,73.3,2014.0,136.4063,0.01535,0.00066,0.01,8.0,32.1,82.0,5.18,8.0,0.1,4192.349758,0.1,24.7,0.716,14.3,99.90655,36477.942258122726,5.11393,46.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2639,73.5,2015.0,134.7565,0.01518,0.000575,1.7134118901858528,78.0,32.1,8.0,5.42617839120193,78.0,0.1,493.775387,0.1,25.7,0.718,14.3,99.90665,35745.75441906862,4.65201,47.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2640,69.1,2000.0,201.9602,0.025125,0.000865,4.68,19.84596218586671,25.9,9.0,4.17,9.0,0.9,643.947262,7.0,3.0,0.709,11.7,91.82783,12980.0,4.23492,10.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2641,69.1,2001.0,204.3116,0.0249,0.000835,4.55,83.52879791736245,26.0,91.0,4.4,91.0,1.2,6935.721451,6.9,3.3,0.715,11.8,92.27776,14010.0,4.03465,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2642,69.2,2002.0,195.0154,0.02432,0.00082,5.12,5.0,26.1,96.0,5.0,96.0,2.0,749.626612,6.8,3.6,0.721,11.9,92.72746,15430.0,4.72302,11.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2643,69.3,2003.0,199.4102,0.023655,0.000795,5.53,76.0,26.2,91.0,5.13,91.0,0.5,884.518666,6.7,4.0,0.729,12.0,93.17691,17780.0,4.18767,11.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2644,69.4,2004.0,195.8536,0.022835,0.000775,5.82,94.0,26.4,94.0,5.22,94.0,1.0,129.51914,6.6,4.3,0.736,12.2,93.62612,20240.0,4.30805,12.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2645,69.5,2005.0,194.855,0.02223,0.000765,6.12,95.0,26.5,95.0,5.31,95.0,0.5,12323.1275,6.5,4.7,0.745,12.3,94.07509,21610.0,4.43451,12.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2646,69.6,2006.0,188.6454,0.021785,0.00073,6.35,89.0,26.6,89.0,4.49,92.0,0.6,1495.96337,6.4,5.1,0.751,12.3,94.52381,25110.0,4.15432,13.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2647,69.7,2007.0,187.7734,0.021315,0.000705,6.37,89.0,26.7,9.0,4.82,88.0,0.7,1653.1844,6.3,5.6,0.76,12.4,94.97229,27040.0,4.1536,13.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2648,69.9,2008.0,195.3497,0.02106,0.00067,6.41,9.0,26.8,91.0,4.4,9.0,0.3,21188.11857,6.2,6.1,0.767,12.4,95.42052,28380.0,3.65757,14.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2649,71.0,2009.0,184.7035,0.02071,0.00065,6.37,9.0,26.9,9.0,6.47,9.0,0.2,1458.8796,6.2,6.6,0.773,12.5,95.86852,26950.0,5.48676,14.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2650,74.0,2010.0,178.6341,0.02028,0.000645,6.5,9.0,27.0,91.0,5.29,9.0,0.4,16683.94578,6.1,7.2,0.772,12.5,96.31626,27250.0,5.08043,15.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2651,76.0,2011.0,180.1418,0.01982,0.0006,6.5,9.0,27.1,91.0,5.6,9.0,0.4,1953.9767,6.1,7.8,0.774,12.6,96.76377,24990.0,4.72198,15.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2652,78.0,2012.0,178.6516,0.019275,0.000585,6.7,92.0,27.2,91.0,5.78,92.0,0.4,19152.531,6.0,8.4,0.772,12.6,97.21104,25480.0,4.87605,16.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2653,71.0,2013.0,176.8532,0.01866,0.00056,6.71,92.0,27.3,94.0,5.98,92.0,0.3,1967.83283,5.9,9.0,0.773,12.7,98.18496,26210.0,5.04273,16.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2654,71.1,2014.0,174.3694,0.018145,0.000535,6.94,92.0,27.4,94.0,5.93,92.0,0.3,19325.24283,5.9,9.7,0.778,12.7,98.18496,26380.058813266947,5.22751,17.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2655,71.2,2015.0,172.856,0.017425,0.00054,6.665145860295297,9.0,27.5,88.0,5.51079935106646,96.0,0.3,17321.83373,5.8,10.4,0.779,12.7,98.18496,25544.242577234243,6.03951,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2656,72.9,2000.0,111.4905,0.026705,0.00141,1.21,94.0,25.1,97.0,5.4,97.0,0.1,2213.91488,6.6,3.4,0.646,12.8,87.89997,5620.0,5.04834,18.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2657,73.2,2001.0,109.7244,0.02491,0.001275,1.19,94.0,25.2,98.0,5.29,98.0,0.1,2254.933126,6.5,3.6,0.654,13.1,88.33685,5940.0,5.09929,18.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2658,73.5,2002.0,108.3142,0.02346,0.001145,1.17,93.0,25.3,96.0,5.32,96.0,0.1,2346.5937,6.5,3.9,0.662,13.3,88.76899,6070.0,5.37093,19.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2659,73.7,2003.0,106.8672,0.022085,0.00107,1.34,92.0,25.4,95.0,5.36,95.0,0.1,2761.969249,6.4,4.1,0.667,13.5,89.19678,6500.0,5.46378,19.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2660,74.0,2004.0,105.6045,0.02093,0.00099,1.36,96.0,25.4,97.0,5.63,97.0,0.1,3112.83529,6.4,4.4,0.673,13.6,89.61597,6980.0,5.45324,20.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2661,74.2,2005.0,104.5379,0.019865,0.000885,1.37,97.0,25.5,98.0,5.57,98.0,0.1,3194.562243,6.4,4.6,0.683,13.9,90.01215,7320.0,5.39736,20.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2662,74.4,2006.0,103.582,0.01885,0.000825,1.46,99.0,25.6,99.0,5.64,99.0,0.1,3371.71231,6.3,4.9,0.689,14.2,90.40527,7940.0,5.38218,21.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2663,74.6,2007.0,102.914,0.01799,0.000775,1.24,98.0,25.7,98.0,5.64,98.0,0.1,3778.184171,6.3,5.2,0.695,14.3,90.79485,8500.0,5.42933,21.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2664,74.7,2008.0,102.0503,0.01721,0.000725,1.37,99.0,25.7,99.0,5.63,99.0,0.1,431.9326,6.3,5.5,0.701,14.3,91.18118,8940.0,5.41764,22.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2665,74.7,2009.0,100.9447,0.01635,0.000675,1.4,99.0,25.8,99.0,6.18,99.0,0.1,4129.977335,6.3,5.8,0.706,14.4,91.687,9340.0,5.67046,22.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2666,74.8,2010.0,99.42535,0.015465,0.000645,1.28,98.0,25.9,98.0,6.54,98.0,0.1,414.15177,6.3,6.2,0.71,14.4,92.46056,9660.0,5.88396,23.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2667,74.8,2011.0,97.90049,0.014495,0.0006,1.29,98.0,25.9,98.0,7.15,98.0,0.1,4256.91279,6.3,6.5,0.714,14.5,93.23127,9720.0,6.43203,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2668,74.9,2012.0,96.45161,0.013505,0.00057,1.3,97.0,26.0,97.0,7.18,97.0,0.1,4137.55421,6.3,6.9,0.717,14.6,93.99876,10470.0,6.60633,24.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2669,74.9,2013.0,95.35506,0.01263,0.00054,1.29,98.0,26.1,98.0,7.26,98.0,0.1,4199.47253,6.4,7.3,0.72,14.7,94.76262,10960.0,6.85662,25.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2670,75.1,2014.0,94.09267,0.011805,0.00054,1.39,98.0,26.2,98.0,7.0,98.0,0.1,4271.68172,6.4,7.7,0.722,14.7,95.45728,16211.508915469625,6.8074,25.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2671,75.3,2015.0,92.84834,0.011355,0.00049,0.7706555034429243,98.0,26.3,98.0,6.502609809249215,98.0,0.1,3828.91589,6.4,8.1,0.723,14.6,95.72655,16767.920145626857,7.00741,26.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2672,74.0,2000.0,144.0889,0.031565,0.001905,1.54,71.0,26.7,85.0,4.95,85.0,0.1,4316.553895,5.3,5.2,0.641,10.7,95.49076,9180.0,4.62187,22.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2673,78.0,2001.0,140.4814,0.029715,0.001695,1.49,77.0,26.8,88.0,5.16,88.0,0.1,3119.63716,5.3,5.6,0.653,11.1,95.53819,8520.0,4.92444,22.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2674,71.2,2002.0,137.2943,0.02824,0.00151,1.47,72.0,26.9,78.0,5.36,78.0,0.1,366.57,5.2,5.9,0.658,11.5,95.84155,8630.0,5.10103,23.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2675,71.6,2003.0,134.4566,0.02685,0.001385,1.42,68.0,26.9,69.0,5.34,68.0,0.1,4718.51291,5.1,6.3,0.668,11.9,96.13482,8760.0,5.05881,23.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2676,72.0,2004.0,131.6495,0.025485,0.001255,1.35,77.0,27.0,85.0,5.37,85.0,0.1,64.72953,5.1,6.7,0.675,12.0,96.41821,10150.0,4.95924,24.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2677,72.4,2005.0,129.0263,0.02405,0.001125,1.29,85.0,27.1,9.0,5.45,9.0,0.1,7384.354661,5.0,7.0,0.681,11.9,96.69164,11390.0,4.94164,25.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2678,72.8,2006.0,126.0664,0.02252,0.00103,1.29,82.0,27.2,9.0,5.81,9.0,0.1,834.869161,5.0,7.4,0.687,11.9,96.95546,12890.0,5.18849,25.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2679,73.2,2007.0,123.7326,0.020995,0.00093,1.26,96.0,27.2,96.0,6.4,96.0,0.1,979.49246,4.9,7.8,0.697,12.3,97.20967,13870.0,5.28076,26.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2680,73.5,2008.0,121.3273,0.019485,0.000855,1.39,92.0,27.3,96.0,6.7,96.0,0.1,185.68975,4.9,8.2,0.705,12.5,97.45454,15000.0,5.25944,26.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2681,73.9,2009.0,118.3808,0.01792,0.000775,1.4,94.0,27.4,96.0,6.8,96.0,0.1,936.499911,4.9,8.6,0.709,12.5,97.69006,14520.0,5.53387,27.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2682,74.2,2010.0,116.2128,0.01654,0.000695,1.49,96.0,27.5,97.0,5.61,97.0,0.1,1672.5693,4.9,9.0,0.715,13.0,97.91648,16040.0,5.05365,28.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2683,74.5,2011.0,114.463,0.01519,0.000645,1.53,96.0,27.5,97.0,5.29,97.0,0.1,11341.13395,4.9,9.4,0.737,13.8,98.1339,17820.0,4.68792,28.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2684,74.8,2012.0,112.2253,0.013905,0.000575,1.54,97.0,27.6,97.0,5.24,97.0,0.1,1172.3843,4.9,9.8,0.75,14.3,98.34251,18020.0,4.47788,29.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2685,75.2,2013.0,109.2452,0.012775,0.00052,1.41,97.0,27.7,98.0,5.38,98.0,0.1,12542.93565,4.8,10.2,0.754,14.4,98.5424,18760.0,4.40412,30.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2686,75.5,2014.0,107.2289,0.011775,0.000485,1.45,96.0,27.7,96.0,5.41,96.0,0.1,12127.22522,4.8,10.6,0.759,14.5,98.73387,23524.960961110006,4.34725,30.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2687,75.8,2015.0,106.4989,0.011015,0.000465,4.715897984446627,97.0,27.8,97.0,4.911726219037021,97.0,0.1,1979.52569,4.8,11.1,0.764,14.5,98.89722,19813.267587285987,4.13855,31.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2688,63.8,2000.0,214.7636,0.084335,0.004385,2.9,78.6820740852088,24.7,98.0,3.94,97.0,0.1,643.17518,3.7,1.8,0.0,0.0,86.98167,3990.0,6.89164,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2689,64.0,2001.0,209.5762,0.0789,0.004385,2.35,79.39121516935916,24.8,94.0,3.87,95.0,0.1,774.4763388,3.6,1.9,0.0,10.2,87.74287,4350.0,8.14875,11.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2690,63.3,2002.0,215.9974,0.07137,0.00426,2.33,96.0,24.9,99.0,3.34,98.0,0.1,967.917468,3.6,2.0,0.0,10.2,88.49863,4390.0,7.02197,11.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2691,63.4,2003.0,217.5416,0.064085,0.004015,2.88,97.0,25.0,66.0,3.85,83.0,0.1,1283.885977,3.5,2.1,0.0,10.3,89.24879,4640.0,8.51217,12.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2692,63.5,2004.0,223.7513,0.058425,0.00376,2.86,96.0,25.1,98.0,4.3,97.0,0.1,1453.917166,3.5,2.2,0.0,10.3,89.99335,4950.0,10.57751,12.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
